,review,sentiment
15,"[10181    12  1647   483     8    10 13453     2  1546  3437    19     6
  1445   895  1092   290     1   319    33   319  5741    33  5741     0
    19  3953   382   185     3  3968  6621  4730    26   195  1218    40
   587  9239     1     0    79   772   185   367  6892     3   587     4
  3437   579    18     9  1247   103    10     6     3  3784   274   290
  1286   424     1]",1
16,"[  521  1468    58 11297   132     3 13284  6119  1809  6778     5 11685
  2158    18     8     0   426     4  3565  1468     8     0  5435  1032
   625   641  4276    13    34  2481 11104 10584     1   295  1215   334
 14999  1672 14999  5482    22     3  1903  2837  8092     4     0  2097
   616  9489  5354    33     0  8664  2261     4    26  3105  3079     6
 11186   990    56     8     0  1357 14999     4  3596  9557   803  2380
 14999  9129     1     0   771     6  2592    33     3 14999  2762   743
     0 14999  7599    11     6   508    33     2 14999    16   420  4212
 14999 14999    35    12 14999    22   803  2380    12  2894  7499  3531
     0   512     4  2380    12 12470 14372  2881 14999     1     0    65
    58    27    76    74   124    14     3  8336   251   412     1     0
   643 14999   113  4640     4  4283  1924     2  3151     5   352  7089
  2386  1666     8     3  8528    19     1   193  2380  1672   926 10332
     2  8859  4784    33     0   328   355     4     0    19     1     0
  5165  1202 13403     0  1337     8     0  2096    25    98   202   857
     5  2162     1  9129     6    98   311    98 10436    98  1766     5
    28     3 14999  2149    55   500    87 12146   134   186 14999  2639
  4054     6  2203   373     1    18   134 10889     6     3   182 14999
  2210    16    37    74   615     0   615   151    21   278   179   188
     1  5482    12   730   201  2781     6    55   348   718   128    73
     8   101     4    26   105    15  4387  3318     2    26   943   137
   193  5168    15  3079  1399    25    56     5  2788   154    26    29
   943    15 12476 14999  1404     6  2706  4261     1 10890   789  2196
     0   217   121    14   702    12 14500  4058    35     6    30   276
 14999 10242 14999 14999     1    41   130    15  1120   104   282 14999
    14     0 10107 12234 14999     6     3 14999   361     1    10  5482
    12  4296   130    15     0 14999  5874   194 10889     3  2237  1395
     4  2507    18 14999  1468  5341    15  3531    18 14999 14999     1
 10810     6    30     0   408     4    26   452    15   329   167    44
    20    50    77     7  3388  3930  7290    61  1613     0    19   144
    92   833   769     1     2     6    39   158    19   112 14999    77
     3 10810  6321  2087     1 10889     6    52    73     3   424     4
  6136    16   146    35   231   180     5    66  5482   203  3318    40
  9129   162    54    13     3   147   334     1     7    12     3   476
 10584    14   406    14   101     4     0 14999   715  1239    11  8011
     0    12    18    84   111    28    96   173     1]",1
17,"[   57    44    20   119   421   160    43  3799    20    27     5   114
    59   314  2668     2   256  2404 11308   236     8     7     1    24
   286  7605 14999  8144  1673     1   672     5    10    24    45  1000
    90     4    26   120 14999     1    57    51   254     5  3351    78
    43   139    32    42   439    30    86     1     0   681     8     0
  2453    16    86     6    11    24    45  1124   132    29   651   172
    26   314  2668     1    24  1046    11 14999     5  2879     2   934
  4062  2078    86     5 14999  2404 11308     2   156  1268  7712   117
    53    72    22    10  8600     2    81    22     3   305  8600     8
     0   386     4     0   327    18     0  6621    13  1775     1    59
   314  2668    50    97    20   232   107   724   603  7189    40   139
   317     1    18     8   101   409  2404 11308   507     0   236     4
     3  2671   128     1     3    80    17     8   171   267     1]",1
18,"[    7   237   209    21  1195    11     9    27   192     5    66     0
  2089     4    31     0   216   805    22     0  5949     2    93    77
     5   694    47    78    27  1493    18   436    72    36     3  9476
     4   115    87    94   101   282  1927    15   131   102     1   248
    29  6407     2  1546     8    62 14999     4   120     1  1373 14999
     3  2471 14999     2  2141    36  1852  4071   133  1096    26   120
     8   958     4    86     2   666    47    45     5    28   225     5
  1789     1   248     4    26   326    20    66    62   449  2168    36
     0   936    38     0 14999   813     4 14999     1     7   392   948
    46     3   429 14999   504     8   248     2   171   494     2     9
  1431   528     8    10   134    48   720    88    21   451    16 14999
     9    27     5   136    10     6     0 14999   210    54    45    67
     8   155   229    49 14999     1    54     6     0   504     4  1373
    11   161    86  1733     5   287    11   161    86   523    11  1509
    86 14999    51  1939    15    26   404  1305    11    24    45  1171
     5   232    16    37   202    44   122     1    54     6   318   274
    26 10785     1    23  1363     8  1712  7617    18     0 12215   236
   128     6   203   783  7625 14999     1     5    66    41  1062  2801
   210     8     0    79  5602  3147   208  4003     2    93    66    41
    14 14999     6     0  1970  6365    16   101   282    40   525     1
    54    45 14999     0 14999     4     3  5384   525   139    63  1392
    38 14999  3681    50    77   239    15     1     3   429     4 14999
   483     5 12947   553     1    18    14     9    27  1063   162    15
     3   102     3   577    14   131    87    50   101   282  1927 14999
    12  2119     6     8    41  2852 14999     4  2084     8   788     1
    54     6     3  4574    14    54  1889    41   582     2   233    84
    28  3328     1    54     6  2702    16     0   246    85    54   666
     0 14999     4    41   582    12   909   238   666     0  3776    54
    45     6    52    93    90   337    36  5267     1    54     6  2065
    44    23 11192     2    52   915 11105    93  1373   306    31     8
    31     0  1117   777    36     0  9748   233     6    11    70     0
   494    27     5   845   350  8834     5    66     0   354   912     1
    10     8    59   646     6     0   246   149    43     0  3147   208
     1     7    13    47   786     0  2467  6532   121   358     2     0
   488  1007    22     2   384   145   188     5   721     8  4567     2
   829   502    91     1    98    74   753     8   198  2519     2    53
 14999     1   350    93     9    84   106     0  7464    15     0   414
    11    10  6971     8  7572     6  1106     1]",1
19,"[ 1323     1     9   152    21   119    11   279    58    97    10    17
     1    92   373     1     9    27   440   188   178    11    50   369
   135  1103    82    23   180     5    66    10    17   621    92     0
  1117  6430   122   112     6     0    11  6430     1     9    94    63
    66     3   170    78  1215   185     1    51    32    25    22     0
  6430    32    50    63    66   535  2446    55    78   109  2319 14999
     2    29   899     2    47    82    32    82     1    32  2652     0
   246   153     9    27   122   110     1     0  1401     2    26   843
   373     1     1    51    29     4     0    78     6  5385    34  1884
   951    24  3053   220   212   203 14999     1     1     9   152    21
   665   171   389     8     0   176    94   527    14     3  5214     1
   207    28     3   163   149     9   573    47     0  1241    13   526
     1    10     6   164     5    28     3   199   645    92  1973    28
     3   361   247  1103   980    12    21   541    88    21    66    10
    17    92     3 10967     4    60     1    59   515    25   133  7857
     1]",0
20,"[  134     0   115     2   933    94    28 10393    14   253    48  3546
    71     0   714     6     3    53   325  4123  2458    17    15     0
   649   386   318  1142    30     0    53   221    16     3    17     5
  1004    48  2942   342     2    27    48  7757     4  4908     8  4159
  2408     2  5786     1 14999     0  2859 14999     4     0  4679     4
     0  4715    14     3  5711  1143    16     0  1706   349    14   633
  2261    43     0  1208  2687 11245  1051     7  2462   116  1218    71
   392    55   698  1042  5666    17  1342    71    10     6    87    23
     5    97     3   307    17     1    82    48  2176     2    27    48
  3342     8   125  2108     1]",0
21,"[   85    11    12    31    54   123   144    46    10   217    17     6
    77  1251    16    55    49   287    51  2972     6  6860    33     3
  3706    54  1045 11445    41  1677   229    51     6     3 14999 14999
 13796    87   117  2972    77 11778    33     0    95     1    10   217
    17     6  5139    56    32   403    21    77     0  4495     4  1701
    16    10    17   204  4735    34 14999   390  2369   185   146 14999
    24   207    27 12253   126     0   289     4     3    74   124    19
     0   510     4  3190  4293    12   326   165 14999   135     2   135
    13  5055     2    41  1233  4491    44    32    68   164     5    28
  4408   305     7    13   237    42     3   839  1352     5   121    41
  3400     2 14999   173    41  1233   134  3467  5899     2  1351  9554
   185     3  4400  4981   134  2026    98   549     5     7   101   147
  2687  4400  4981    11   285    21    36     0  3541    58   138 14999
    10  6435    12  3672   101  1265  1900    58   138   648  1178     0
   871    24   211     7     2     9    50    21   333    18   573    44
     0   372    13    22 10182    85     7   762   757   923   137    11
   400     8   608  1533    16    55    49   287     7   152    21    97
    49   267    30    31     0 14999 14999    11  2972 14999    15     8
     0   996   281    38    29     4   146 12825  4339  4336    20    50
   780    30     3   691  6181  8420  2972    13 14999  9867     8    10
    19   266    36  5055  7935   788    37    74     9   140   735    18
    10     6     3  2609   126     4     3   361   316     2   477  2972
    17    15     3   711    18   124    65    23     5   722  5985    39
    12    29   130     8    11     9   211    11   288  2558     5   722
     1  1033  4397     0   130   112    24     6   254     5  2021  1188
     2    41  1233    45    86  2026    98   549     5     3   618   996
 14999     7    96     7   302    38    24    12 14999    22   279  1808
    86 14999    81    86     2  1188    25 12808   185    22     3  1869
    15  7343  5200  3356     2 14999    54   247   117   191    41  1233
    12   315   147    72     1   129     4  1033    39   142    28     3
  6881   739    12  1787    22    10    19    11   309  5055  1251    98
    74     8    10    17    84    97    20   143  1985     1]",0
22,"[  659 14999    65     4    34  7442  3996    71    40     6     7     1
    71   144     0   515     4     3  6448   509     1  2175   397  3346
   102  1811  1088     3   831 13888  1048  6641     2   246     4    31
   421    55  6984   341  2159    40  6352   123  5006  3186  1543   491
   101    52     1     0   297  1916     4     3   833 12781    71    51
    20   584   995   101   241     4  2248  6991    71    42   129     0
    65     1     9   140  5045     5   969    47    96    20   103    10
    13     3    65   270   992     8     0    89   264     1    49    18
   979  1961    33   509   282  1837   834 10381    71     0   366     4
     0   177    13    30   118  2373     1     2    32   573   135  5006
  3409  2746   105     1    10     6  7993   226     4    59   120     9
    84   111    77   145     1]",0
23,"[ 4386     2    63    16   146    78     8    62    12   890  2386   591
  4114  1947 14999  4581    35   111   159   211     7     8     0    89
   264    85    32    68     5   186     1   373   847   397     2     3
  1398  1361     1     3   147  2108     4     0    12     0   657  5841
     4     3  4771  3199  1504   204  3199    23     0  1841  2092     2
   509 14999 14465   196 14999  2978    22     0   145     4     3   325
  1060     2    79 14999    63  2217     5   146    35  1203     0  3199
    51    32    68   823   407     8     0   795     4     5     1     7
    45   415  1173    85     4   146   168  1521    25     5  5423     5
   278   143     4    62  1815     1   741     1]",0
24,"[  658  1886  1471     1 13636   299     1    10    19    67   271     8
     7     1   201     5    97    69   439   444     5    97    69  1487
     2    29     4     0   818   943   137     5  3031 14999  4675 14999
     1     0   115    13  6254   408     4   101 14999    19     1  3794
  5059    13     8   408   813   202   229   110   229    26 13020    22
     0  1404  4553   121     1    26   399    68  2126    15  6794 10663
     2  7292  2419   227   110     8     3    53   186  2254  3182     1
     9   197     9   211     0   354 14999     4     3   186  6203  2602
    51     0   362    59  2589     1     7    12   758    11    13     0
   297  1561   223     4     0    17     1    59  3829   450     7 10866
    74    11     9  1203    41     0   272     2  1125     7     5    41
   345     1     7    84   696  1657     5   125   515     2  4634     5
   125   522    14    20    66     0   477  1373 14999     2  2687   295
  5457  1620  1333     1   144  4114   108  1584    56    30  3061   223
     2  1666  5457   708  1373 11870    22   337     0   163  3935  3939
    45  4268     2    25    46     5  9145   338     1]",1
25,"[    7    13    63    22    59   328   790   155   305    11     9  1675
   109   178    43    10    17     9   496     7  4369     2    11    85
    92  2387     6  6423 14999    73     0   819   382 14721     1     9
    67  1441    59    95   144     0    17   162     7  3709     5    69
     5 14999    59  2523 14999     2 14999     2 14999    57    49 14999
 14999    42   692    21 10936   157   256    51  1574    46     5   827
  1865     1    18   154     0    17    12  6975   123   857     5 14999
    46   873     0   129  5086     2  3854     2 14999     2  4184 14999
  1713     8    34  3162   130  2278   141     3  1850   267     4   727
  2710   462    11    57     0    52 14999   626   791  1297     1  2515
  4073     5  2570     3   725 14999     4   559   167    14  7183    14
     0 14999   674   791  1297     1     0  2765     1     2     0 10408
     4  3854     2  5086 14999    37    72    11     0 10408     4   927
     2  2515    35  1107    63    29   130  5737     8     0   434    17
  1478    44    32   175    23 14999   709  1224 14999   504   883     9
   250     0    89    17     5    28    63 14999 14999   262   727  7752
    39     7   183     1     9   194     7     3     1  1187    49   243
     1]",1
26,"[14999    82    23   344   101  1026    44    20   699    21   110    10
 14999    56   100     0  2051  4992  1319  1014     0  2880   127  8252
  1450   134  7499     2   163   513  1834  1107    90     4     0   366
     4     0    17   254     5    77    86   145     2    23   129    56
    14  5584    22     0  2880   127    12   831  1322     1    10    29
   219    64   633     0  3714     4  5148     8     0  1856  2955 14999
    68    63    39    16   727  2046     2     0   316  4916  2314    50
    21   385    41   386    13    37  2120     9   403    21   845     5
    66    44     0  2880   127   502    41   104     1    10    29   685
     7    56     5   220   165    38     7    13   164     5    28  1834
    12   104    35   265     8   538     2  1086     6     0   566    18
     7   151    21   181   167    46    11    95     1    33     0    53
   129     4    10    65  6800     6 14999    33     0   466 14999  1450
   219     3  2929 12775 14999    83    26  4796     0 14999    77  7499
     2     0 10952    77  1834     2    39    12    55    29   314     5
   567     0  2880   127     1     0    75   213  2861    71   148    87
    12    11    16     3   816   952    30     0   129    10    13   731
     8     2 14999   350     2     0   269     4    10    29    13    30
     0    60   459     2   259     7    12  1321     2 14999     7    13
    81     3  3842     2  2258   269    16    10   935   116   208     1
    18     0  2928    29  1258    10   269     2  1423   160   163    18
    52    75   626     2    34    57   432     2    52  5017   269    46
     4     1]",0
27,"[  215    22   278    12    77   147     1     0  7879     4  3887 14999
 14999    40     0  7879 14999    14    32    25    52 10913   475   117
    23    57  1981   350     0   401   768  1128     1     0    65     6
    37  1334    11     7    12  1111     1  5887  7447    42   555  5259
  1039     1     2  1329    44    20   461     5    27     3  3494 14999
   135    23    42   349     0  7879     4  3887    35    25   133     8
  2127     8 14999     1    30   221    32   142    27   560   468    83
  2533     1     0    63  1688   483     9    94   166     8    10    17
    13    11     0 12491   555  2864   190     5  1331    16  5808    40
  3827   795  1354     1     0   115    13    75     0   714  3639     0
   196   478     2     0  3735    68   787     1]",0
28,"[    9  1441    37   260   292    10    17    59   394  1446     1  1235
  6878    13   575     2  1520    69     4     3   182   402   662   316
     8    10   210     1 12637   395    26   732     3   236     1     0
   434   177     6   157     0    65   182    49     2     0   727   370
  1121     1     9   400    83    10    17    23  1003    74    37   367
    11     6   135     9    13    37   737     5   215    46     4     0
   485  1754  3810     2 14999  8948     1     9    58   371    10    17
     5   245    35  4043   201    50  3252    15  4780   292     0 11559
     2    40  1507    56    15     0  4787     1     0   118   172     5
    10    19     5    69   541    68     0  1289  1656     4   443    11
   990    69   322   126  2801     2    67    69   991   202   100     0
   366     4     0   304    67  2256     1  4098     0   130  1129     0
  1512     4     0  1296  2688     1   143    66     7     2    27     3
    49   439     1]",1
